iter,elapsed_time,obj,gradnorm,eval,grad,L,M,iter_inner
0,0,76243836.44381285,388597.93804347026,0,1,0.001,1e-16,0
1,0.01947104200371541,76243836.44381285,388597.93804347026,0,2,0.002,1e-16,0
2,0.035663500006194226,76243836.44381285,388597.93804347026,0,3,0.004,1e-16,0
3,0.052327833996969275,76243836.44381285,388597.93804347026,0,4,0.008,1e-16,0
4,0.06781220900302287,76243836.44381285,388597.93804347026,0,5,0.016,1e-16,0
5,0.08393054200860206,76243836.44381285,388597.93804347026,0,6,0.032,1e-16,0
6,0.09988462501496542,76243836.44381285,388597.93804347026,0,7,0.064,1e-16,0
7,0.11821837502066046,76243836.44381285,388597.93804347026,0,8,0.128,1e-16,0
8,0.1352548340219073,76243836.44381285,388597.93804347026,0,9,0.256,1e-16,0
9,0.1539332510146778,76243836.44381285,388597.93804347026,0,10,0.512,1e-16,0
10,0.17211475102521945,76243836.44381285,388597.93804347026,0,11,1.024,1e-16,0
11,0.1891417920269305,76243836.44381285,388597.93804347026,0,12,2.048,1e-16,0
12,0.2089364580315305,76243836.44381285,388597.93804347026,0,13,4.096,1e-16,0
13,0.2252461250318447,76243836.44381285,388597.93804347026,0,14,8.192,1e-16,0
14,0.24219158303458244,76243836.44381285,388597.93804347026,0,15,16.384,1e-16,0
15,0.2591805420379387,76243836.44381285,388597.93804347026,0,16,32.768,1e-16,0
16,0.27796641703753266,76243836.44381285,388597.93804347026,0,17,65.536,1e-16,0
17,0.29487737503950484,76243836.44381285,388597.93804347026,0,18,131.072,1e-16,0
18,0.31068487504671793,76243836.44381285,388597.93804347026,0,19,262.144,1e-16,0
19,0.3282564590481343,76243836.44381285,388597.93804347026,0,20,524.288,1e-16,0
20,0.34457925004244316,76243836.44381285,388597.93804347026,0,21,1048.576,1e-16,0
21,0.44285362504888326,24601678.0934192,243705.17121381857,0,23,943.7184000000001,1e-16,0
22,0.4593412500398699,24601678.0934192,243705.17121381857,0,24,1887.4368000000002,1e-16,0
23,0.4754685000370955,24601678.0934192,243705.17121381857,0,25,3774.8736000000004,1e-16,0
24,0.4921727500477573,24601678.0934192,243705.17121381857,0,26,7549.747200000001,1e-16,0
25,0.53211929203826,21247479.286795266,100248.8986870917,0,28,6794.7724800000005,1e-16,0
26,0.5699870830430882,19831620.40870624,92581.97062496243,0,30,6794.7724800000005,13.513558987412837,1
27,0.6152438740391517,18014147.73359881,85397.56825444933,0,32,6794.7724800000005,13.513558987412837,2
28,0.6522969990473939,15930611.68920326,78174.72728505812,0,34,6115.295232,1e-16,0
29,0.6898870410368545,14952174.352210524,74927.20620552229,0,36,6115.295232,0.757179330732092,1
30,0.7319870410428848,13616499.516980711,70432.64223512536,0,38,6115.295232,0.757179330732092,2
31,0.7691793740377761,12040243.381353244,64978.116024238814,0,40,6115.295232,0.757179330732092,3
32,0.8074706660408992,10342896.284750734,58836.157502350725,0,42,6115.295232,0.757179330732092,4
33,0.847900708031375,8635263.748387614,52253.72807517397,0,44,6115.295232,0.757179330732092,5
34,0.8854275420308113,7011475.520200689,45451.40735105632,0,46,6115.295232,0.757179330732092,6
35,0.9239844590192661,5544283.483893661,38629.27150535326,0,48,5503.7657088000005,1e-16,0
36,0.9631212090171175,5277746.102779538,37324.12748968922,0,50,5503.7657088000005,0.2019083981250797,1
37,1.0029377920145635,4907593.874269455,35454.87932087461,0,52,5503.7657088000005,0.21965391410821278,2
38,1.0406843340169871,4462083.885417938,33105.25654162007,0,54,5503.7657088000005,0.2249470329685964,3
39,1.080843209012528,3972065.8961268235,30372.13042754946,0,56,5503.7657088000005,0.2252306398849905,4
40,1.1193803339992883,3467970.4421069026,27361.721987051344,0,58,5503.7657088000005,0.2252306398849905,5
41,1.158453041993198,2977198.2139410144,24186.939051622645,0,60,5503.7657088000005,0.2252306398849905,6
42,1.1965917920024367,2522139.5061941613,20966.3840080211,0,62,5503.7657088000005,0.2252306398849905,7
43,1.236429834010778,2118943.783253759,17825.644669243404,0,64,5503.7657088000005,0.2252306398849905,8
44,1.2744574590033153,1777059.0603997174,14901.441827501092,0,66,5503.7657088000005,0.2252306398849905,9
45,1.313473543006694,1499477.8771230592,12347.798007095233,0,68,5503.7657088000005,0.2252306398849905,10
46,1.3518651680205949,1283564.690923685,10336.244627848384,0,70,4953.38913792,1e-16,0
47,1.391055876025348,1262168.6021427645,10171.336683612299,0,72,4953.38913792,0.34312819098074643,1
48,1.431861960038077,1231208.8689309044,9932.068466450184,0,74,4953.38913792,0.37523019616625797,2
49,1.4759915850445395,1191835.2525261103,9626.546188617467,0,76,4953.38913792,0.38622407168809075,3
50,1.5138030850357609,1145396.08916978,9264.378846539039,0,78,4953.38913792,0.38805998078179427,4
51,1.552601585033699,1093352.9560609988,8856.21615312199,0,80,4953.38913792,0.38805998078179427,5
